state,district,city_name,latitude,longitude,population,source
"Uttarakhand","Nainital","Haldwani","29.2182644","79.5129767","252060","Vynex Indian Cities Geodata"
"Uttarakhand","Haridwar","Haridwar","29.9456906","78.1642478","310582","Vynex Indian Cities Geodata"
"West Bengal","Alipurduar","Alipurduar","26.4918891","89.5271026","127342","Vynex Indian Cities Geodata"
"West Bengal","North 24 Parganas","Bangaon","23.0440381","88.827703","110668","Vynex Indian Cities Geodata"
"West Bengal","Bardhaman","Bardhaman","23.2324214","87.8614793","347016","Vynex Indian Cities Geodata"
"West Bengal","North 24 Parganas","Basirhat","22.6574017","88.8671766","144891","Vynex Indian Cities Geodata"
"West Bengal","Birbhum","Bolpur","23.6686892","87.6827676","92370","Vynex Indian Cities Geodata"
"West Bengal","Nadia","Chakdaha","23.047858","88.5130144","132855","Vynex Indian Cities Geodata"
"West Bengal","Cooch Behar","Cooch Behar","26.3356861","89.445851","106760","Vynex Indian Cities Geodata"
"West Bengal","Hooghly","Dankuni","22.6808348","88.2929313","249840","Vynex Indian Cities Geodata"
"West Bengal","Darjeeling","Darjeeling","27.0360066","88.2626751","132016","Vynex Indian Cities Geodata"
"West Bengal","Murshidabad","Dhulian","24.6706654","87.9481846","239022","Vynex Indian Cities Geodata"
"West Bengal","Bardhaman","Durgapur","23.5204443","87.3119227","581409","Vynex Indian Cities Geodata"
"West Bengal","Purba Medinipur","Haldia","22.0666742","88.0698118","200762","Vynex Indian Cities Geodata"
"West Bengal","Murshidabad","Jangipur","24.4589833","88.1047287","122875","Vynex Indian Cities Geodata"
"West Bengal","Midnapore East","Kanthi","21.7811343","87.7450379","92226","Vynex Indian Cities Geodata"
"West Bengal","Nadia","Krishnanagar","23.4008744","88.5013962","181182","Vynex Indian Cities Geodata"
"West Bengal","Paschim Medinipur","Midnapore","22.4308892","87.3214908","169127","Vynex Indian Cities Geodata"
"West Bengal","Nadia","Shantipur","23.2645399","88.4380966","288718","Vynex Indian Cities Geodata"
